鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[553.73291015625, 845.7555541992188]","[532.0216064453125, 834.89990234375]","[542.8772583007812, 878.3225708007812]","[575.4442138671875, 824.0443115234375]","[564.5885620117188, 910.8894653320312]","[694.8563842773438, 802.3330078125]","[673.1450805664062, 932.6007690429688]","[846.8353881835938, 715.4878540039062]","[781.7015380859375, 802.3330078125]","[759.9902954101562, 769.7660522460938]","[759.9902954101562, 769.7660522460938]","[987.9588012695312, 845.7555541992188]","[987.9588012695312, 900.0337524414062]","[1226.782958984375, 748.0547485351562]","[1215.9273681640625, 758.910400390625]","[1454.7515869140625, 878.3225708007812]","[1433.040283203125, 943.4564208984375]"
"[551.2925415039062, 845.8040161132812]","[540.385986328125, 834.8973388671875]","[540.385986328125, 878.5237426757812]","[573.105712890625, 823.9907836914062]","[573.105712890625, 911.2434692382812]","[693.0781860351562, 802.1776123046875]","[671.2649536132812, 933.056640625]","[845.7703247070312, 714.9249267578125]","[780.330810546875, 802.1776123046875]","[758.5177001953125, 769.4578247070312]","[758.5177001953125, 769.4578247070312]","[998.4625244140625, 834.8973388671875]","[987.555908203125, 900.3369140625]","[1227.500732421875, 747.6447143554688]","[1216.5941162109375, 769.4578247070312]","[1423.819091796875, 911.2434692382812]","[1434.725830078125, 943.9631958007812]"
"[558.3123168945312, 834.0733032226562]","[536.3765869140625, 834.0733032226562]","[547.3444213867188, 856.009033203125]","[569.2802124023438, 834.0733032226562]","[569.2802124023438, 899.8805541992188]","[689.9268188476562, 812.1375732421875]","[667.9910278320312, 932.7841186523438]","[843.4769897460938, 724.39453125]","[799.6055297851562, 779.2339477539062]","[755.7340698242188, 768.2660522460938]","[744.7661743164062, 768.2660522460938]","[997.0272827148438, 845.0411987304688]","[986.0593872070312, 899.8805541992188]","[1216.3846435546875, 746.3302612304688]","[1216.3846435546875, 768.2660522460938]","[1457.6778564453125, 877.9447631835938]","[1424.7742919921875, 943.7520141601562]"
"[565.2852172851562, 834.4608764648438]","[532.1299438476562, 823.4091186523438]","[554.2334594726562, 856.5643920898438]","[576.3369750976562, 834.4608764648438]","[565.2852172851562, 900.7714233398438]","[686.8545532226562, 812.3573608398438]","[664.7510375976562, 933.9266967773438]","[841.5791625976562, 723.9432983398438]","[775.2686157226562, 801.3056030273438]","[764.2168579101562, 768.1503295898438]","[742.1133422851562, 768.1503295898438]","[996.3037719726562, 834.4608764648438]","[985.2520141601562, 889.7196655273438]","[1217.3388671875, 746.0468139648438]","[1217.3388671875, 768.1503295898438]","[1416.2705078125, 911.8231811523438]","[1427.322265625, 956.0302124023438]"
"[564.3888549804688, 825.7618408203125]","[542.2806396484375, 814.7078247070312]","[553.334716796875, 847.8700561523438]","[663.8756713867188, 792.599609375]","[575.4429321289062, 903.1405639648438]","[697.0379028320312, 814.7078247070312]","[663.8756713867188, 925.248779296875]","[840.7411499023438, 715.220947265625]","[796.5248413085938, 792.599609375]","[763.3624877929688, 770.491455078125]","[752.3084106445312, 770.491455078125]","[995.4984130859375, 836.81591796875]","[984.4443359375, 892.08642578125]","[1227.63427734375, 748.3832397460938]","[1216.5802001953125, 759.4373168945312]","[1415.553955078125, 914.1946411132812]","[1426.60791015625, 947.3568725585938]"
"[566.0037231445312, 835.9896850585938]","[543.9591674804688, 824.9674072265625]","[554.9814453125, 858.0341796875]","[577.0260009765625, 835.9896850585938]","[566.0037231445312, 902.123291015625]","[698.2710571289062, 802.9227905273438]","[665.2041625976562, 924.1679077148438]","[841.5606079101562, 714.74462890625]","[808.4937744140625, 769.85595703125]","[764.4046630859375, 769.85595703125]","[753.3823852539062, 769.85595703125]","[984.8501586914062, 835.9896850585938]","[984.8501586914062, 891.1010131835938]","[1227.340087890625, 747.8114624023438]","[1216.31787109375, 758.833740234375]","[1425.7410888671875, 913.1455078125]","[1436.763427734375, 957.2346801757812]"
"[566.3884887695312, 835.6063842773438]","[533.2982788085938, 824.5762939453125]","[555.3583984375, 857.6664428710938]","[566.3884887695312, 824.5762939453125]","[566.3884887695312, 901.7867431640625]","[687.7191772460938, 813.5462036132812]","[665.6590576171875, 923.846923828125]","[842.14013671875, 714.275634765625]","[809.0499267578125, 769.4259643554688]","[764.9296875, 769.4259643554688]","[742.8695068359375, 769.4259643554688]","[985.531005859375, 835.6063842773438]","[974.5009155273438, 890.7566528320312]","[1217.162353515625, 747.3657836914062]","[1217.162353515625, 769.4259643554688]","[1415.70361328125, 912.8168334960938]","[1437.763671875, 956.93701171875]"
"[564.4822387695312, 834.4429931640625]","[542.4022216796875, 823.4029541015625]","[553.4421997070312, 856.52294921875]","[575.522216796875, 834.4429931640625]","[564.4822387695312, 900.6829223632812]","[696.9622802734375, 812.3629150390625]","[663.8422241210938, 933.8029174804688]","[840.4822998046875, 724.0429077148438]","[796.3223266601562, 790.2828979492188]","[763.2022705078125, 768.2029418945312]","[752.1622924804688, 768.2029418945312]","[984.0023193359375, 845.48291015625]","[972.9623413085938, 900.6829223632812]","[1215.84228515625, 746.1229248046875]","[1215.84228515625, 768.2029418945312]","[1425.602294921875, 900.6829223632812]","[1436.642333984375, 955.8829345703125]"
"[563.2921752929688, 834.790283203125]","[541.1597290039062, 812.6578979492188]","[552.2259521484375, 856.9227294921875]","[651.8218383789062, 801.5916748046875]","[574.3583984375, 912.2537841796875]","[696.0867309570312, 812.6578979492188]","[662.8880615234375, 923.3200073242188]","[839.9474487304688, 724.1282348632812]","[795.6825561523438, 790.5254516601562]","[762.4839477539062, 768.39306640625]","[751.4177856445312, 768.39306640625]","[983.8081665039062, 845.8565063476562]","[983.8081665039062, 890.121337890625]","[1216.198486328125, 746.2606811523438]","[1216.198486328125, 768.39306640625]","[1448.5888671875, 879.05517578125]","[1437.522705078125, 956.5186157226562]"
"[569.3453369140625, 833.7867431640625]","[536.4457397460938, 822.8202514648438]","[547.4122924804688, 855.7198486328125]","[569.3453369140625, 833.7867431640625]","[569.3453369140625, 899.5859985351562]","[689.9771118164062, 811.853759765625]","[668.0440063476562, 932.4854736328125]","[843.5084228515625, 724.12158203125]","[799.642333984375, 789.9207763671875]","[755.7763061523438, 767.9876708984375]","[744.8097534179688, 767.9876708984375]","[986.0732421875, 844.7533569335938]","[986.0732421875, 899.5859985351562]","[1216.3701171875, 746.0546264648438]","[1216.3701171875, 767.9876708984375]","[1413.767578125, 910.552490234375]","[1435.70068359375, 954.4185791015625]"
"[567.3870849609375, 834.1868896484375]","[534.3501586914062, 823.1746215820312]","[556.3748168945312, 856.2116088867188]","[567.3870849609375, 834.1868896484375]","[567.3870849609375, 900.2608642578125]","[688.5225219726562, 812.1622924804688]","[666.4978637695312, 933.2977294921875]","[842.6948852539062, 724.0638427734375]","[787.6333618164062, 790.1376953125]","[765.6087036132812, 768.1130981445312]","[754.596435546875, 768.1130981445312]","[985.8550415039062, 845.19921875]","[985.8550415039062, 900.2608642578125]","[1217.113525390625, 746.0884399414062]","[1217.113525390625, 768.1130981445312]","[1415.335205078125, 911.2731323242188]","[1426.3475341796875, 955.3223876953125]"
"[559.92041015625, 825.5580444335938]","[537.6514282226562, 814.423583984375]","[548.785888671875, 847.8270874023438]","[671.2654418945312, 792.154541015625]","[571.054931640625, 903.4995727539062]","[693.5344848632812, 814.423583984375]","[671.2654418945312, 925.7686157226562]","[849.4175415039062, 725.3474731445312]","[827.1485595703125, 758.7510375976562]","[760.3414916992188, 769.8855590820312]","[760.3414916992188, 769.8855590820312]","[994.1661376953125, 836.6925048828125]","[983.0316162109375, 892.3650512695312]","[1227.9906005859375, 747.6165161132812]","[1216.856201171875, 758.7510375976562]","[1417.277099609375, 914.6340942382812]","[1428.41162109375, 948.0376586914062]"
"[565.1282348632812, 826.5343017578125]","[543.0582885742188, 815.4993896484375]","[554.09326171875, 848.604248046875]","[664.44287109375, 804.4644165039062]","[565.1282348632812, 903.779052734375]","[697.5477905273438, 804.4644165039062]","[664.44287109375, 925.8489990234375]","[841.0022583007812, 727.2197265625]","[796.8624267578125, 793.429443359375]","[763.757568359375, 760.3245849609375]","[752.7225952148438, 771.3595581054688]","[995.4917602539062, 837.5692749023438]","[984.456787109375, 892.7440795898438]","[1227.225830078125, 749.2896728515625]","[1216.19091796875, 760.3245849609375]","[1414.8201904296875, 914.8140258789062]","[1436.8900146484375, 947.9188842773438]"
"[564.3741455078125, 826.2653198242188]","[542.2650146484375, 815.210693359375]","[553.319580078125, 848.37451171875]","[663.8652954101562, 804.15625]","[564.3741455078125, 903.6473388671875]","[697.029052734375, 804.15625]","[663.8652954101562, 925.7565307617188]","[840.7384643554688, 726.774169921875]","[796.5202026367188, 793.1016235351562]","[763.3565063476562, 759.9379272460938]","[763.3565063476562, 770.992431640625]","[995.5025024414062, 837.3198852539062]","[984.4479370117188, 892.5927734375]","[1227.6484375, 748.88330078125]","[1216.5938720703125, 759.9379272460938]","[1415.576171875, 914.701904296875]","[1437.685302734375, 947.8656005859375]"
"[567.091064453125, 837.39892578125]","[534.08740234375, 826.3976440429688]","[556.08984375, 859.4013671875]","[578.09228515625, 826.3976440429688]","[567.091064453125, 903.40625]","[699.1057739257812, 804.3952026367188]","[666.1021118164062, 925.40869140625]","[842.1217041015625, 727.3865966796875]","[809.1179809570312, 771.3915405273438]","[765.1130981445312, 760.3902587890625]","[743.1106567382812, 771.3915405273438]","[996.1388549804688, 837.39892578125]","[985.1376342773438, 892.4049682617188]","[1227.16455078125, 749.3890380859375]","[1216.163330078125, 760.3902587890625]","[1425.1865234375, 914.4074096679688]","[1436.187744140625, 947.4111328125]"
"[564.2569580078125, 826.3265991210938]","[542.1858520507812, 815.2909545898438]","[553.2213745117188, 848.397705078125]","[663.5770874023438, 793.2198486328125]","[564.2569580078125, 903.5755004882812]","[696.6837768554688, 804.25537109375]","[663.5770874023438, 925.6466064453125]","[840.1461791992188, 727.0064697265625]","[796.00390625, 793.2198486328125]","[773.9327392578125, 760.1131591796875]","[751.8616333007812, 771.148681640625]","[994.6441040039062, 837.3621215820312]","[983.6085205078125, 892.5399780273438]","[1226.390869140625, 749.0775756835938]","[1215.3553466796875, 760.1131591796875]","[1413.99560546875, 914.611083984375]","[1436.066650390625, 947.7177734375]"
"[565.4642333984375, 826.3259887695312]","[543.4451293945312, 815.31640625]","[554.4547119140625, 848.3450317382812]","[653.5405883789062, 804.3068237304688]","[565.4642333984375, 903.3927612304688]","[697.5787963867188, 804.3068237304688]","[664.5501708984375, 925.4119262695312]","[840.7029418945312, 727.2400512695312]","[796.6647338867188, 793.2972412109375]","[774.6456909179688, 760.2686767578125]","[763.6361694335938, 771.2781982421875]","[994.8366088867188, 837.33544921875]","[983.8270874023438, 892.3831787109375]","[1226.037109375, 749.2591552734375]","[1215.027587890625, 760.2686767578125]","[1435.2186279296875, 903.3927612304688]","[1435.2186279296875, 947.4309692382812]"
"[549.8472900390625, 849.5244140625]","[538.9495239257812, 838.6266479492188]","[538.9495239257812, 871.3200073242188]","[571.6428833007812, 827.7288818359375]","[571.6428833007812, 914.9111328125]","[691.5183715820312, 805.933349609375]","[669.7228393554688, 925.808837890625]","[844.0872192382812, 718.7511596679688]","[789.5983276367188, 784.1378173828125]","[767.8027954101562, 762.34228515625]","[756.905029296875, 773.239990234375]","[985.7582397460938, 838.6266479492188]","[985.7582397460938, 893.115478515625]","[1225.50927734375, 740.5466918945312]","[1214.6114501953125, 762.34228515625]","[1454.3624267578125, 871.3200073242188]","[1432.56689453125, 947.6043701171875]"
"[556.8161010742188, 848.2957763671875]","[534.8606567382812, 826.3403930664062]","[545.83837890625, 870.251220703125]","[578.7715454101562, 826.3403930664062]","[567.7937622070312, 914.162109375]","[688.5486450195312, 804.3849487304688]","[666.5932006835938, 925.1398315429688]","[842.2366333007812, 727.541015625]","[798.3257446289062, 782.4295043945312]","[765.3926391601562, 771.4518432617188]","[743.4371948242188, 771.4518432617188]","[984.9468383789062, 837.3180541992188]","[984.9468383789062, 903.184326171875]","[1226.4564208984375, 749.4963989257812]","[1215.478759765625, 760.47412109375]","[1456.9884033203125, 881.22900390625]","[1435.032958984375, 947.09521484375]"
"[565.2830200195312, 838.245849609375]","[543.274658203125, 816.237548828125]","[554.27880859375, 860.2542724609375]","[576.2871704101562, 827.2417602539062]","[565.2830200195312, 904.2709350585938]","[686.328857421875, 805.2333374023438]","[664.3204956054688, 926.2792358398438]","[840.3872680664062, 728.2042236328125]","[796.3705444335938, 794.229248046875]","[774.3622436523438, 761.2166748046875]","[752.3539428710938, 772.2208251953125]","[983.4414672851562, 838.245849609375]","[983.4414672851562, 893.2667236328125]","[1225.533203125, 750.2125244140625]","[1214.529052734375, 761.2166748046875]","[1423.6082763671875, 904.2709350585938]","[1434.6124267578125, 948.2875366210938]"
"[565.6062622070312, 837.3900146484375]","[543.5999145507812, 815.3836669921875]","[554.6030883789062, 859.3963623046875]","[576.6094360351562, 826.3869018554688]","[565.6062622070312, 903.4090576171875]","[697.6444091796875, 804.3804931640625]","[664.6348876953125, 925.4154052734375]","[840.6857299804688, 727.3582763671875]","[796.6730346679688, 793.3773193359375]","[774.6666870117188, 771.3709716796875]","[752.6602783203125, 771.3709716796875]","[994.7302856445312, 837.3900146484375]","[983.72705078125, 892.4059448242188]","[1225.796875, 749.3646240234375]","[1214.793701171875, 760.3677978515625]","[1434.8572998046875, 903.4090576171875]","[1434.8572998046875, 947.421875]"
"[563.7129516601562, 837.6229858398438]","[541.6463012695312, 815.5562744140625]","[552.6796264648438, 859.6895751953125]","[651.9796142578125, 804.52294921875]","[563.7129516601562, 903.8229370117188]","[696.1129760742188, 804.52294921875]","[663.012939453125, 925.8895874023438]","[839.5462646484375, 727.2896118164062]","[795.4129028320312, 793.4895629882812]","[773.3462524414062, 760.3895874023438]","[751.2796020507812, 771.4229736328125]","[994.0128784179688, 837.6229858398438]","[982.9796142578125, 892.78955078125]","[1225.712890625, 749.3562622070312]","[1214.679443359375, 760.3895874023438]","[1424.312744140625, 903.8229370117188]","[1435.34619140625, 947.9562377929688]"
"[561.8217163085938, 827.3682250976562]","[539.6644897460938, 816.2896118164062]","[550.7431030273438, 849.5254516601562]","[650.4506225585938, 794.1325073242188]","[572.9003295898438, 904.9185180664062]","[694.7650756835938, 816.2896118164062]","[661.5292358398438, 927.0757446289062]","[838.7870483398438, 727.6607666015625]","[816.6298217773438, 771.9752197265625]","[761.2367553710938, 771.9752197265625]","[750.1581420898438, 771.9752197265625]","[993.8875732421875, 838.4468383789062]","[982.8089599609375, 893.8399047851562]","[1226.538330078125, 749.8179931640625]","[1215.459716796875, 760.8966064453125]","[1414.874755859375, 915.9971313476562]","[1425.953369140625, 949.2329711914062]"
"[560.5296630859375, 827.84375]","[538.3331909179688, 816.7454833984375]","[549.4314575195312, 850.0402221679688]","[660.413818359375, 794.5490112304688]","[571.6278686523438, 905.5314331054688]","[693.7085571289062, 816.7454833984375]","[671.5120239257812, 927.7278442382812]","[849.0838623046875, 727.9595947265625]","[826.8873901367188, 761.2542724609375]","[760.2979125976562, 772.3525390625]","[760.2979125976562, 772.3525390625]","[993.3609619140625, 838.9420166015625]","[982.2627563476562, 894.4332275390625]","[1215.32568359375, 739.057861328125]","[1215.32568359375, 761.2542724609375]","[1426.192138671875, 894.4332275390625]","[1426.192138671875, 949.92431640625]"
"[564.1732788085938, 827.7019653320312]","[542.1207275390625, 816.6757202148438]","[553.14697265625, 849.7545166015625]","[652.3832397460938, 794.623291015625]","[564.1732788085938, 904.8858032226562]","[696.4883422851562, 816.6757202148438]","[663.4094848632812, 926.9382934570312]","[839.8296508789062, 728.4656982421875]","[795.7245483398438, 794.623291015625]","[773.6720581054688, 772.5707397460938]","[762.6458129882812, 772.5707397460938]","[994.1972045898438, 838.728271484375]","[983.1709594726562, 893.8594970703125]","[1225.7484130859375, 750.5181884765625]","[1214.7222900390625, 761.5444946289062]","[1413.19482421875, 915.9120483398438]","[1435.247314453125, 948.9907836914062]"
"[557.9689331054688, 828.5038452148438]","[546.8026733398438, 817.3377685546875]","[546.8026733398438, 839.6700439453125]","[647.2984619140625, 795.0053100585938]","[569.1350708007812, 906.667236328125]","[703.1294555664062, 817.3377685546875]","[669.6307983398438, 928.9996337890625]","[848.2899780273438, 728.0081787109375]","[825.9575805664062, 761.5067138671875]","[758.9603881835938, 772.6729736328125]","[758.9603881835938, 772.6729736328125]","[1004.6166381835938, 828.5038452148438]","[982.2842407226562, 895.5010375976562]","[1227.9404296875, 750.3405151367188]","[1216.7742919921875, 761.5067138671875]","[1406.5994873046875, 917.8334350585938]","[1417.765625, 951.3319702148438]"
"[567.1444702148438, 829.0711059570312]","[544.7285766601562, 817.8632202148438]","[544.7285766601562, 851.4869384765625]","[645.5997924804688, 806.6552734375]","[567.1444702148438, 907.5264892578125]","[701.639404296875, 817.8632202148438]","[668.0156860351562, 929.9423217773438]","[847.3422241210938, 728.199951171875]","[824.9264526367188, 761.8236694335938]","[757.678955078125, 773.0315551757812]","[757.678955078125, 773.0315551757812]","[993.0451049804688, 829.0711059570312]","[981.8372192382812, 885.1106567382812]","[1228.4112548828125, 750.61572265625]","[1217.2032470703125, 761.8236694335938]","[1418.94580078125, 896.318603515625]","[1418.94580078125, 952.358154296875]"
"[567.5880737304688, 828.8662719726562]","[545.2039184570312, 817.6741943359375]","[545.2039184570312, 851.25048828125]","[645.9326782226562, 806.4821166992188]","[567.5880737304688, 907.2108154296875]","[701.8931274414062, 817.6741943359375]","[668.3168334960938, 918.4028930664062]","[847.39013671875, 728.1375122070312]","[825.0059814453125, 761.7138061523438]","[757.8534545898438, 772.9058227539062]","[757.8534545898438, 772.9058227539062]","[1004.0792846679688, 828.8662719726562]","[981.6951293945312, 896.0187377929688]","[1227.9208984375, 750.521728515625]","[1216.728759765625, 761.7138061523438]","[1418.186279296875, 896.0187377929688]","[1418.186279296875, 963.1712646484375]"
"[557.4077758789062, 829.1293334960938]","[535.0487060546875, 817.9498291015625]","[546.2282104492188, 851.4884033203125]","[658.0233764648438, 795.5907592773438]","[568.5872192382812, 907.385986328125]","[691.5619506835938, 817.9498291015625]","[669.2029418945312, 929.7449951171875]","[836.895751953125, 728.513671875]","[825.7161865234375, 762.05224609375]","[758.6390991210938, 773.2317504882812]","[758.6390991210938, 773.2317504882812]","[993.408935546875, 829.1293334960938]","[982.2294921875, 896.2064819335938]","[1228.1787109375, 750.8726806640625]","[1216.999267578125, 762.05224609375]","[1418.2305908203125, 896.2064819335938]","[1418.2305908203125, 952.1040649414062]"
"[557.3362426757812, 829.2996215820312]","[534.93896484375, 818.1010131835938]","[546.1376342773438, 851.6968994140625]","[646.9254760742188, 795.70361328125]","[568.5348510742188, 907.690185546875]","[691.7201538085938, 818.1010131835938]","[669.3228149414062, 918.888916015625]","[848.5012817382812, 728.51171875]","[826.1039428710938, 762.107666015625]","[758.9120483398438, 773.3063354492188]","[758.9120483398438, 773.3063354492188]","[994.0838012695312, 829.2996215820312]","[982.8851928710938, 896.4915161132812]","[1218.0567626953125, 739.7103881835938]","[1218.0567626953125, 762.107666015625]","[1419.632568359375, 907.690185546875]","[1419.632568359375, 963.6834106445312]"
"[554.4714965820312, 829.3235473632812]","[543.214599609375, 818.066650390625]","[543.214599609375, 851.83740234375]","[644.5270385742188, 806.8096923828125]","[565.7284545898438, 908.1221923828125]","[689.5548706054688, 806.8096923828125]","[667.0409545898438, 930.6360473632812]","[835.8950805664062, 728.0111083984375]","[824.6381225585938, 773.0388793945312]","[757.0964965820312, 773.0388793945312]","[757.0964965820312, 773.0388793945312]","[993.4922485351562, 840.5805053710938]","[982.2353515625, 896.865234375]","[1218.6309814453125, 739.26806640625]","[1218.6309814453125, 761.7819213867188]","[1398.7421875, 930.6360473632812]","[1421.256103515625, 964.4068603515625]"
"[561.8048706054688, 829.93212890625]","[539.5588989257812, 818.8092041015625]","[550.681884765625, 841.0550537109375]","[673.034423828125, 796.5632934570312]","[572.9277954101562, 907.7928466796875]","[695.2803344726562, 818.8092041015625]","[673.034423828125, 918.9158325195312]","[839.8788452148438, 729.8255615234375]","[817.6329345703125, 774.3173217773438]","[762.0181274414062, 763.1943969726562]","[762.0181274414062, 774.3173217773438]","[995.6002807617188, 841.0550537109375]","[984.477294921875, 896.669921875]","[1218.059326171875, 740.948486328125]","[1218.059326171875, 763.1943969726562]","[1418.272705078125, 907.7928466796875]","[1418.272705078125, 963.4075927734375]"
